customer_id,age,income,credit_score,account_age_months,state,risk_profile
CUST_000101,27,45664,598,28,PA,LOW
CUST_000102,79,22250,715,224,IL,LOW
CUST_000103,53,20400,839,214,OH,MEDIUM
CUST_000104,31,15620,609,49,FL,LOW
CUST_000105,48,14809,576,201,CA,MEDIUM
CUST_000106,65,18439,691,67,NY,LOW
CUST_000107,32,25475,652,217,PA,HIGH
CUST_000108,25,96435,757,103,MI,MEDIUM
CUST_000109,31,27918,625,126,NY,LOW
CUST_000110,40,39690,850,204,IL,LOW
CUST_000111,77,44366,525,93,FL,MEDIUM
CUST_000112,74,38775,830,195,OH,LOW
CUST_000113,79,34936,588,169,FL,LOW
CUST_000114,57,19977,464,174,OH,MEDIUM
CUST_000115,38,75016,708,87,GA,LOW
CUST_000116,33,89643,649,87,OH,LOW
CUST_000117,62,15656,546,55,NY,LOW
CUST_000118,35,21763,478,210,CA,LOW
CUST_000119,64,31574,678,139,IL,LOW
CUST_000120,70,22420,797,228,OH,LOW
CUST_000121,41,46769,750,154,CA,MEDIUM
CUST_000122,43,25231,686,200,GA,LOW
CUST_000123,42,107208,737,220,TX,LOW
CUST_000124,77,65859,676,210,OH,MEDIUM
CUST_000125,77,40387,508,13,TX,LOW
CUST_000126,77,60687,509,164,FL,LOW
CUST_000127,62,63129,655,234,GA,MEDIUM
CUST_000128,58,27392,660,232,NY,LOW
CUST_000129,46,24146,782,128,PA,LOW
CUST_000130,32,37762,770,236,MI,LOW
CUST_000131,62,55871,752,64,NC,LOW
CUST_000132,18,38930,646,51,MI,MEDIUM
CUST_000133,42,16506,514,76,NC,LOW
CUST_000134,24,24308,729,22,IL,LOW
CUST_000135,26,34996,743,60,TX,MEDIUM
CUST_000136,41,34967,393,130,PA,LOW
CUST_000137,18,97369,579,56,NC,LOW
CUST_000138,61,18160,597,168,PA,LOW
CUST_000139,25,46760,694,156,FL,LOW
CUST_000140,41,76462,583,205,IL,LOW
CUST_000141,28,113065,675,97,OH,LOW
CUST_000142,68,29667,654,3,MI,LOW
CUST_000143,34,46430,660,191,TX,LOW
CUST_000144,25,48285,594,226,NC,LOW
CUST_000145,52,40044,603,151,CA,HIGH
CUST_000146,52,34564,550,55,GA,LOW
CUST_000147,50,45160,725,160,IL,LOW
CUST_000148,76,10238,748,84,MI,LOW
CUST_000149,22,51074,587,28,NC,LOW
CUST_000150,59,38680,850,124,NY,LOW
CUST_000151,56,32492,642,8,CA,HIGH
CUST_000152,75,101056,850,3,MI,MEDIUM
CUST_000153,58,25913,602,94,OH,LOW
CUST_000154,45,29686,436,89,MI,LOW
CUST_000155,24,98299,728,181,NC,LOW
CUST_000156,26,23955,709,222,IL,LOW
CUST_000157,25,27582,684,157,FL,LOW
CUST_000158,29,33741,602,239,FL,LOW
CUST_000159,51,55291,675,94,GA,LOW
CUST_000160,50,40291,618,226,CA,LOW
CUST_000161,65,19028,643,89,CA,LOW
CUST_000162,72,27831,780,209,GA,MEDIUM
CUST_000163,40,26804,702,59,NY,MEDIUM
CUST_000164,79,34940,753,152,MI,LOW
CUST_000165,41,44932,652,166,PA,LOW
CUST_000166,54,44761,638,28,NY,LOW
CUST_000167,52,14942,541,225,IL,MEDIUM
CUST_000168,61,61819,635,62,TX,HIGH
CUST_000169,57,41203,300,228,OH,MEDIUM
CUST_000170,39,72567,609,51,NC,LOW
CUST_000171,44,45346,670,7,NY,LOW
CUST_000172,52,62985,747,23,OH,LOW
CUST_000173,18,45856,647,46,GA,LOW
CUST_000174,52,71190,721,218,MI,LOW
CUST_000175,54,47151,418,78,GA,LOW
CUST_000176,64,34580,673,106,OH,MEDIUM
CUST_000177,31,113121,478,28,FL,MEDIUM
CUST_000178,20,56642,535,24,FL,LOW
CUST_000179,18,48381,657,7,MI,MEDIUM
CUST_000180,22,19184,833,112,NC,LOW
CUST_000181,43,19069,724,228,MI,MEDIUM
CUST_000182,72,42039,682,231,NC,MEDIUM
CUST_000183,31,39056,677,79,IL,LOW
CUST_000184,56,26713,594,177,OH,LOW
CUST_000185,44,38967,614,3,OH,LOW
CUST_000186,26,80363,731,2,NC,MEDIUM
CUST_000187,32,51415,513,7,OH,LOW
CUST_000188,32,20526,751,121,GA,MEDIUM
CUST_000189,43,34346,633,208,OH,LOW
CUST_000190,59,24282,779,21,FL,LOW
CUST_000191,77,29916,795,137,NY,HIGH
CUST_000192,30,29530,479,140,TX,LOW
CUST_000193,68,28600,610,221,OH,LOW
CUST_000194,49,19388,577,24,NC,LOW
CUST_000195,56,34070,462,33,NY,LOW
CUST_000196,66,27438,556,206,OH,LOW
CUST_000197,69,8394,850,43,FL,LOW
CUST_000198,78,101365,753,82,OH,LOW
CUST_000199,49,62591,850,118,IL,MEDIUM
CUST_000200,21,30087,779,5,OH,LOW
CUST_000201,47,36658,590,207,PA,MEDIUM
CUST_000202,54,20214,634,123,NY,LOW
CUST_000203,40,84783,750,71,OH,LOW
CUST_000204,56,93774,732,89,IL,LOW
CUST_000205,62,39275,610,142,NC,LOW
CUST_000206,32,60582,498,116,CA,LOW
CUST_000207,60,39641,850,232,CA,LOW
CUST_000208,46,18613,663,164,NY,HIGH
CUST_000209,53,29557,640,35,GA,LOW
CUST_000210,30,38791,693,108,NC,LOW
CUST_000211,49,28932,650,178,OH,LOW
CUST_000212,24,32554,694,216,CA,MEDIUM
CUST_000213,76,34693,834,79,OH,LOW
CUST_000214,68,34876,665,11,GA,MEDIUM
CUST_000215,39,37276,540,152,OH,LOW
CUST_000216,45,21369,660,75,IL,LOW
CUST_000217,19,25374,624,44,OH,LOW
CUST_000218,59,19105,850,179,MI,MEDIUM
CUST_000219,62,59213,820,145,NY,LOW
CUST_000220,79,12672,692,125,NC,LOW
CUST_000221,74,64653,526,198,NY,LOW
CUST_000222,70,72633,532,85,NY,LOW
CUST_000223,23,31222,681,8,IL,LOW
CUST_000224,45,9881,720,79,GA,LOW
CUST_000225,45,30313,635,118,PA,LOW
CUST_000226,61,35168,622,224,NC,HIGH
CUST_000227,61,21910,608,122,PA,LOW
CUST_000228,37,28068,677,74,IL,LOW
CUST_000229,47,78049,394,28,CA,LOW
CUST_000230,79,50638,547,207,GA,MEDIUM
CUST_000231,28,22873,604,140,TX,LOW
CUST_000232,75,16337,824,171,NY,LOW
CUST_000233,72,30837,582,210,OH,LOW
CUST_000234,45,32639,701,120,NY,LOW
CUST_000235,42,46541,707,165,CA,LOW
CUST_000236,56,27787,835,108,NY,LOW
CUST_000237,79,46898,831,127,PA,LOW
CUST_000238,50,95566,673,216,NY,MEDIUM
CUST_000239,18,54597,622,63,CA,MEDIUM
CUST_000240,74,35452,600,101,CA,LOW
CUST_000241,44,33137,651,93,FL,LOW
CUST_000242,79,30383,627,63,GA,MEDIUM
CUST_000243,74,65533,746,10,PA,MEDIUM
CUST_000244,69,26538,730,206,FL,LOW
CUST_000245,30,37145,751,80,PA,LOW
CUST_000246,58,37257,831,37,PA,MEDIUM
CUST_000247,20,28257,850,11,NC,LOW
CUST_000248,56,18283,694,115,FL,MEDIUM
CUST_000249,23,42680,811,90,PA,LOW
CUST_000250,25,35224,637,232,MI,LOW
CUST_000251,44,46635,822,19,CA,LOW
CUST_000252,26,27811,807,52,OH,LOW
CUST_000253,79,66863,801,118,OH,LOW
CUST_000254,54,23426,691,18,CA,MEDIUM
CUST_000255,50,85478,599,94,GA,LOW
CUST_000256,68,15156,512,32,IL,MEDIUM
CUST_000257,59,45133,675,151,NC,LOW
CUST_000258,61,46060,850,140,GA,LOW
CUST_000259,41,24397,642,58,TX,LOW
CUST_000260,32,44900,774,205,CA,MEDIUM
CUST_000261,76,68855,781,21,TX,LOW
CUST_000262,71,11987,645,149,NY,LOW
CUST_000263,49,46694,837,221,NY,HIGH
CUST_000264,49,10439,330,221,FL,LOW
CUST_000265,41,22407,533,219,NY,MEDIUM
CUST_000266,58,82008,570,29,GA,MEDIUM
CUST_000267,69,27149,581,207,IL,LOW
CUST_000268,66,20192,720,47,CA,LOW
CUST_000269,79,32893,714,140,PA,HIGH
CUST_000270,66,102125,727,58,OH,LOW
CUST_000271,75,14532,751,169,CA,LOW
CUST_000272,69,21468,565,19,TX,LOW
CUST_000273,29,76781,533,140,NC,LOW
CUST_000274,79,91936,727,23,OH,MEDIUM
CUST_000275,56,34485,604,133,FL,MEDIUM
CUST_000276,19,19544,491,122,PA,MEDIUM
CUST_000277,20,103561,796,154,PA,MEDIUM
CUST_000278,66,80597,847,117,TX,LOW
CUST_000279,54,50994,850,63,NY,MEDIUM
CUST_000280,66,24192,702,52,IL,LOW
CUST_000281,73,35436,755,10,GA,LOW
CUST_000282,34,33517,844,86,TX,MEDIUM
CUST_000283,76,42848,603,167,IL,LOW
CUST_000284,66,75019,813,151,TX,MEDIUM
CUST_000285,19,56370,713,11,OH,LOW
CUST_000286,19,21190,789,220,PA,MEDIUM
CUST_000287,45,72276,702,95,PA,LOW
CUST_000288,71,42470,835,72,CA,LOW
CUST_000289,40,51201,706,128,NY,LOW
CUST_000290,54,75604,501,231,PA,LOW
CUST_000291,49,20831,850,48,GA,LOW
CUST_000292,50,35670,566,92,IL,MEDIUM
CUST_000293,18,27841,830,16,NY,LOW
CUST_000294,36,16581,669,174,IL,LOW
CUST_000295,79,43189,821,175,NC,LOW
CUST_000296,19,127488,816,95,PA,LOW
CUST_000297,70,14471,731,233,IL,LOW
CUST_000298,61,35734,741,48,MI,LOW
CUST_000299,43,50024,730,208,PA,LOW
CUST_000300,49,38620,438,197,NC,MEDIUM
CUST_000301,23,34318,694,227,OH,LOW
CUST_000302,49,18965,546,153,MI,LOW
CUST_000303,72,40798,700,77,TX,LOW
CUST_000304,21,24874,542,93,MI,LOW
CUST_000305,72,12149,537,219,MI,MEDIUM
CUST_000306,28,65992,850,104,IL,LOW
CUST_000307,73,58641,808,81,FL,LOW
CUST_000308,76,37265,679,37,IL,LOW
CUST_000309,34,40722,702,102,GA,MEDIUM
CUST_000310,55,62140,650,191,PA,LOW
CUST_000311,41,40626,748,29,FL,LOW
CUST_000312,22,57068,598,58,IL,LOW
CUST_000313,69,31296,799,226,OH,LOW
CUST_000314,51,69981,649,94,GA,LOW
CUST_000315,23,42633,629,159,IL,HIGH
CUST_000316,39,40015,682,86,NY,LOW
CUST_000317,28,19244,609,110,PA,MEDIUM
CUST_000318,65,41918,719,217,NC,LOW
CUST_000319,33,23957,615,196,TX,LOW
CUST_000320,50,26393,736,227,OH,HIGH
CUST_000321,26,24156,825,41,GA,LOW
CUST_000322,77,21308,593,178,PA,LOW
CUST_000323,76,105070,664,44,TX,MEDIUM
CUST_000324,23,70662,735,137,CA,MEDIUM
CUST_000325,33,94862,627,187,TX,MEDIUM
CUST_000326,46,19703,735,90,PA,MEDIUM
CUST_000327,20,37632,746,219,FL,LOW
CUST_000328,37,19019,809,155,CA,LOW
CUST_000329,77,25646,607,210,PA,MEDIUM
CUST_000330,76,22946,566,222,CA,HIGH
CUST_000331,53,67493,643,109,GA,LOW
CUST_000332,36,29788,563,59,TX,LOW
CUST_000333,43,61956,747,110,TX,LOW
CUST_000334,20,49121,540,223,CA,LOW
CUST_000335,36,114900,850,106,TX,LOW
CUST_000336,37,17331,835,131,OH,MEDIUM
CUST_000337,49,68160,681,221,MI,LOW
CUST_000338,24,64422,784,7,GA,LOW
CUST_000339,69,22321,483,82,GA,LOW
CUST_000340,58,60088,850,16,TX,LOW
CUST_000341,50,42962,609,49,IL,LOW
CUST_000342,57,32411,665,121,CA,LOW
CUST_000343,56,24053,457,32,NC,LOW
CUST_000344,35,25347,738,230,GA,LOW
CUST_000345,57,101205,547,89,MI,LOW
CUST_000346,18,36327,692,172,NY,LOW
CUST_000347,28,53694,614,224,MI,HIGH
CUST_000348,45,24454,550,19,CA,MEDIUM
CUST_000349,74,24589,583,3,FL,MEDIUM
CUST_000350,42,62379,707,122,NC,LOW
CUST_000351,67,18494,526,60,GA,LOW
CUST_000352,40,29507,590,163,TX,LOW
CUST_000353,48,36938,759,29,MI,MEDIUM
CUST_000354,47,38395,850,75,PA,LOW
CUST_000355,59,33204,737,70,NC,MEDIUM
CUST_000356,52,44263,569,83,MI,LOW
CUST_000357,24,51350,635,101,GA,LOW
CUST_000358,77,52434,683,173,MI,LOW
CUST_000359,33,22183,638,155,IL,MEDIUM
CUST_000360,43,31505,788,197,NC,LOW
CUST_000361,65,65998,706,90,NC,LOW
CUST_000362,74,56801,788,163,TX,MEDIUM
CUST_000363,69,18280,642,147,GA,LOW
CUST_000364,77,43292,839,17,FL,LOW
CUST_000365,66,13505,660,35,MI,LOW
CUST_000366,19,37177,563,239,OH,LOW
CUST_000367,18,93796,850,113,MI,LOW
CUST_000368,65,22607,461,205,GA,MEDIUM
CUST_000369,79,23928,591,206,OH,LOW
CUST_000370,29,53210,604,158,IL,MEDIUM
CUST_000371,22,16791,850,122,CA,LOW
CUST_000372,54,26466,850,48,GA,LOW
CUST_000373,49,48933,850,185,IL,HIGH
CUST_000374,76,26445,640,235,TX,LOW
CUST_000375,72,32273,850,17,NY,MEDIUM
CUST_000376,26,52685,724,101,TX,MEDIUM
CUST_000377,58,44836,797,15,NC,LOW
CUST_000378,52,41498,701,128,NY,LOW
CUST_000379,36,30651,674,210,MI,LOW
CUST_000380,65,43696,649,112,CA,MEDIUM
CUST_000381,33,34136,654,14,NY,LOW
CUST_000382,20,45656,753,142,NY,LOW
CUST_000383,37,28325,724,173,IL,LOW
CUST_000384,41,33147,676,97,CA,LOW
CUST_000385,71,22137,850,166,MI,LOW
CUST_000386,73,35685,323,191,GA,LOW
CUST_000387,50,24209,741,119,NY,HIGH
CUST_000388,41,20805,766,203,PA,LOW
CUST_000389,69,41329,817,11,IL,LOW
CUST_000390,28,40391,672,48,NY,LOW
CUST_000391,66,53714,704,154,MI,MEDIUM
CUST_000392,25,29273,798,67,CA,LOW
CUST_000393,53,44534,850,25,PA,LOW
CUST_000394,55,47829,643,209,PA,LOW
CUST_000395,57,45360,712,189,TX,LOW
CUST_000396,37,24032,850,86,GA,LOW
CUST_000397,79,39131,425,221,NC,LOW
CUST_000398,52,43567,597,110,TX,LOW
CUST_000399,65,36446,850,154,NC,LOW
CUST_000400,79,12794,811,162,GA,MEDIUM
CUST_000401,42,39349,742,90,IL,LOW
CUST_000402,52,109783,626,9,PA,MEDIUM
CUST_000403,42,30332,574,40,CA,LOW
CUST_000404,46,25234,609,203,IL,MEDIUM
CUST_000405,35,43768,850,7,MI,LOW
CUST_000406,63,42454,604,158,MI,LOW
CUST_000407,35,65931,692,118,OH,MEDIUM
CUST_000408,19,19361,589,194,CA,LOW
CUST_000409,71,52349,781,158,MI,LOW
CUST_000410,52,48786,615,196,NC,MEDIUM
CUST_000411,33,33824,668,58,OH,MEDIUM
CUST_000412,78,43016,477,55,FL,LOW
CUST_000413,58,60762,486,14,FL,LOW
CUST_000414,53,56171,680,205,MI,LOW
CUST_000415,50,20506,520,118,OH,MEDIUM
CUST_000416,21,54725,850,217,PA,LOW
CUST_000417,50,35159,432,205,TX,MEDIUM
CUST_000418,31,37663,583,77,NC,LOW
CUST_000419,38,37669,682,165,PA,LOW
CUST_000420,65,33687,636,124,NY,LOW
CUST_000421,37,65897,547,172,MI,LOW
CUST_000422,73,34826,565,134,NY,LOW
CUST_000423,25,20748,561,26,CA,LOW
CUST_000424,24,29828,645,128,IL,LOW
CUST_000425,20,39709,850,118,MI,LOW
CUST_000426,34,67144,689,142,PA,LOW
CUST_000427,50,49096,821,136,TX,LOW
CUST_000428,65,23735,740,24,FL,MEDIUM
CUST_000429,29,125818,813,214,IL,LOW
CUST_000430,76,41455,344,232,FL,LOW
CUST_000431,68,68713,643,167,NC,HIGH
CUST_000432,39,33662,836,177,TX,LOW
CUST_000433,72,47414,611,85,IL,MEDIUM
CUST_000434,39,55256,850,235,OH,LOW
CUST_000435,63,66775,850,63,OH,LOW
CUST_000436,47,61616,623,26,PA,LOW
CUST_000437,55,56167,619,10,NC,LOW
CUST_000438,55,31022,558,205,OH,LOW
CUST_000439,62,27285,604,106,FL,LOW
CUST_000440,68,42886,532,117,MI,MEDIUM
CUST_000441,71,57905,731,58,NC,LOW
CUST_000442,25,32488,505,14,PA,LOW
CUST_000443,44,61857,752,73,CA,LOW
CUST_000444,44,75079,755,199,NC,MEDIUM
CUST_000445,51,22967,480,39,OH,LOW
CUST_000446,38,23897,850,122,PA,LOW
CUST_000447,47,33854,741,159,PA,MEDIUM
CUST_000448,50,42353,769,178,FL,HIGH
CUST_000449,45,27937,588,144,FL,LOW
CUST_000450,64,71403,754,72,TX,MEDIUM
CUST_000451,50,44892,815,112,GA,LOW
CUST_000452,22,37038,668,51,GA,MEDIUM
CUST_000453,77,17712,850,143,NY,LOW
CUST_000454,78,18809,685,89,IL,MEDIUM
CUST_000455,65,41793,816,239,NC,MEDIUM
CUST_000456,36,12502,715,38,NC,LOW
CUST_000457,21,60253,750,105,OH,LOW
CUST_000458,52,33554,479,79,FL,LOW
CUST_000459,66,183789,724,89,FL,LOW
CUST_000460,34,115146,591,71,MI,LOW
CUST_000461,61,33165,578,90,OH,HIGH
CUST_000462,45,34435,850,72,TX,LOW
CUST_000463,47,59742,654,210,TX,LOW
CUST_000464,46,85100,559,149,IL,LOW
CUST_000465,63,16010,636,16,PA,LOW
CUST_000466,70,14865,523,111,GA,LOW
CUST_000467,23,26608,850,67,CA,LOW
CUST_000468,52,48599,596,65,OH,MEDIUM
CUST_000469,77,46557,743,13,GA,MEDIUM
CUST_000470,58,61999,842,118,IL,MEDIUM
CUST_000471,54,19933,619,192,MI,MEDIUM
CUST_000472,41,11406,743,61,NY,LOW
CUST_000473,46,55770,556,32,FL,MEDIUM
CUST_000474,66,24002,850,140,PA,LOW
CUST_000475,63,13236,792,95,NC,LOW
CUST_000476,70,39047,656,41,NY,LOW
CUST_000477,48,53991,587,194,FL,LOW
CUST_000478,52,34165,666,233,MI,LOW
CUST_000479,77,28884,639,136,IL,LOW
CUST_000480,50,33534,850,187,GA,LOW
CUST_000481,69,30173,532,25,GA,LOW
CUST_000482,78,18508,696,133,NY,MEDIUM
CUST_000483,38,25403,677,45,PA,LOW
CUST_000484,49,47128,665,130,PA,MEDIUM
CUST_000485,40,42652,666,170,IL,LOW
CUST_000486,50,39498,666,166,GA,LOW
CUST_000487,20,22079,784,231,MI,LOW
CUST_000488,35,33164,753,3,NY,HIGH
CUST_000489,42,12227,730,174,NY,LOW
CUST_000490,59,39705,315,230,OH,LOW
CUST_000491,48,74193,715,150,NC,LOW
CUST_000492,71,17377,481,104,TX,LOW
CUST_000493,75,27093,757,33,OH,LOW
CUST_000494,20,42811,850,32,TX,MEDIUM
CUST_000495,57,67942,568,111,PA,LOW
CUST_000496,63,29024,648,17,TX,LOW
CUST_000497,41,25690,608,120,CA,LOW
CUST_000498,67,13568,828,82,PA,LOW
CUST_000499,49,38243,691,184,TX,MEDIUM
CUST_000500,64,100814,850,3,CA,MEDIUM
CUST_000501,39,41717,729,70,IL,LOW
CUST_000502,40,35913,709,177,GA,LOW
CUST_000503,19,42661,688,183,GA,MEDIUM
CUST_000504,44,36114,778,205,GA,LOW
CUST_000505,59,24185,471,118,TX,LOW
CUST_000506,19,54810,690,31,GA,MEDIUM
CUST_000507,43,40655,671,209,FL,LOW
CUST_000508,34,36636,767,149,GA,LOW
CUST_000509,57,22299,657,16,TX,LOW
CUST_000510,50,69685,555,17,TX,MEDIUM
CUST_000511,26,50632,680,96,CA,LOW
CUST_000512,60,27543,550,129,GA,LOW
CUST_000513,71,59928,448,112,GA,MEDIUM
CUST_000514,65,28316,767,102,NC,MEDIUM
CUST_000515,56,24563,749,72,PA,LOW
CUST_000516,46,24838,736,193,NY,LOW
CUST_000517,59,14979,836,66,CA,LOW
CUST_000518,72,45971,600,111,GA,LOW
CUST_000519,43,14536,508,37,MI,LOW
CUST_000520,52,19648,671,152,FL,MEDIUM
CUST_000521,67,12864,638,91,OH,LOW
CUST_000522,42,34785,578,84,MI,LOW
CUST_000523,41,33686,670,111,FL,LOW
CUST_000524,30,30842,606,62,CA,LOW
CUST_000525,77,21562,459,21,GA,MEDIUM
CUST_000526,75,20208,627,106,MI,MEDIUM
CUST_000527,24,45806,543,37,NC,LOW
CUST_000528,74,27576,707,35,MI,LOW
CUST_000529,53,42539,601,166,NC,LOW
CUST_000530,62,23327,813,181,NC,LOW
CUST_000531,37,39756,850,143,FL,LOW
CUST_000532,18,69677,761,114,NC,LOW
CUST_000533,25,48682,493,238,FL,LOW
CUST_000534,63,29548,850,170,NY,LOW
CUST_000535,33,41299,850,94,MI,LOW
CUST_000536,31,32198,682,4,TX,LOW
CUST_000537,29,36458,838,107,NY,LOW
CUST_000538,68,30859,613,167,CA,MEDIUM
CUST_000539,40,33450,456,79,PA,LOW
CUST_000540,32,40378,588,23,FL,MEDIUM
CUST_000541,45,22099,850,105,OH,LOW
CUST_000542,51,21852,501,15,OH,LOW
CUST_000543,19,18137,679,218,MI,LOW
CUST_000544,49,16315,684,140,CA,LOW
CUST_000545,40,19758,618,210,NC,MEDIUM
CUST_000546,39,39329,626,198,GA,LOW
CUST_000547,68,23239,688,128,MI,LOW
CUST_000548,42,46948,612,82,CA,LOW
CUST_000549,75,36951,509,121,GA,LOW
CUST_000550,79,13571,705,182,IL,LOW
CUST_000551,78,50386,808,88,CA,LOW
CUST_000552,39,54469,784,166,FL,LOW
CUST_000553,75,22094,582,156,OH,MEDIUM
CUST_000554,75,44805,529,79,IL,LOW
CUST_000555,39,23664,645,19,TX,LOW
CUST_000556,66,38132,850,69,FL,LOW
CUST_000557,69,19297,757,192,NY,MEDIUM
CUST_000558,59,14815,764,132,GA,MEDIUM
CUST_000559,23,29989,786,209,NY,LOW
CUST_000560,32,34136,730,10,PA,LOW
CUST_000561,71,29767,694,140,OH,LOW
CUST_000562,60,20090,759,197,OH,LOW
CUST_000563,77,29734,614,135,CA,LOW
CUST_000564,54,41549,510,44,GA,LOW
CUST_000565,50,35509,766,151,NC,MEDIUM
CUST_000566,25,39785,828,2,OH,LOW
CUST_000567,70,25976,545,94,GA,LOW
CUST_000568,77,65242,778,116,FL,LOW
CUST_000569,61,20169,850,237,GA,MEDIUM
CUST_000570,61,46340,679,165,TX,LOW
CUST_000571,22,65574,581,69,CA,LOW
CUST_000572,56,46187,694,148,GA,LOW
CUST_000573,21,32818,613,218,PA,LOW
CUST_000574,23,27885,605,172,NC,LOW
CUST_000575,62,60964,731,108,TX,LOW
CUST_000576,49,17827,487,231,GA,LOW
CUST_000577,69,22357,506,70,NC,LOW
CUST_000578,47,29768,682,221,NC,LOW
CUST_000579,64,67428,677,74,OH,LOW
CUST_000580,52,43909,721,179,MI,LOW
CUST_000581,72,22381,850,80,TX,LOW
CUST_000582,57,31096,692,98,TX,MEDIUM
CUST_000583,69,26711,751,159,NY,MEDIUM
CUST_000584,33,25466,562,100,CA,HIGH
CUST_000585,30,59245,772,169,NY,LOW
CUST_000586,67,18290,616,58,IL,LOW
